job_url,title,salary,location,contract_type,job_type
/jobs/data-business-analyst/52100280?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,Data/Business Analyst,£141 - £216 per day,London,Contract,full-time
/jobs/qlik-data-analyst-reading-35000-bonus/52282196?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,"Qlik Data Analyst - Reading - £35,000  bonus","£30,000 - £35,000 per annum",Guildford,Permanent,full-time
/jobs/qlik-data-analyst-reading-35000-bonus/52282171?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,"Qlik Data Analyst - Reading - £35,000  bonus","£30,000 - £35,000 per annum",Basingstoke,Permanent,full-time
/jobs/data-analyst-current-sc-clearance-required/52049437?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,Data Analyst current SC clearance required,£310 per day,London,Permanent,full-time
/jobs/business-data-analyst-iam-jml-insurance/52182786?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,Business Data Analyst - IAM/JML - Insurance,Salary negotiable,City of London,Contract,full-time
/jobs/financial-data-analyst-60k-edinburgh-hybrid/52280025?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,Financial Data Analyst - £60K - Edinburgh Hybrid,"£50,000 - £60,000 per annum, inc benefits",Edinburgh,Permanent,full-time
/jobs/junior-fx-migrations-data-analyst-belfast/52123995?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,Junior FX Migrations Data Analyst - BELFAST,"£23,000 - £26,000 per annum",Belfast,Permanent,full-time
/jobs/data-analyst-30000-33000-tech-for-good/52094370?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,"Data Analyst - £30,000-£33,000 - Tech For Good","£30,000 - £33,000 per annum",Windsor,Permanent,full-time
/jobs/sql-data-analyst-32000-falkirk-hybrid/52262834?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,"SQL Data Analyst - £32,000 - Falkirk Hybrid","£28,000 - £32,000 per annum, inc benefits",Falkirk,Permanent,full-time
/jobs/data-analyst-performance-marketing-greece-or-cyprus/51854526?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,Data Analyst - Performance Marketing - Greece or Cyprus,"€25,000 - €40,000 per annum","Athens, Greece",Permanent,full-time
/jobs/data-analyst-up-to-55000-hybrid-birmingham/52195481?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,"Data Analyst - Up to £55,000 - Hybrid / Birmingham","£55,000 per annum",Birmingham,Permanent,full-time
/jobs/data-analyst-power-bi-and-sql-expert/52097646?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,Data Analyst - Power BI and SQL Expert,£400 per day,Bracknell,Contract,full-time
/jobs/data-analyst-performance-marketing-greece-or-cyprus/51854531?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,Data Analyst - Performance Marketing - Greece or Cyprus,"€25,000 - €40,000 per annum","Limassol, Cyprus",Permanent,full-time
/jobs/engagement-culture-insights-analyst/52237094?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,Engagement & Culture Insights Analyst,"£31,000 per annum",Newcastle Upon Tyne,Permanent,full-time
/jobs/crm-data-insights-analyst/52050844?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D10,CRM Data & Insights Analyst,"£50,000 - £65,000 per annum",London,Permanent,full-time
/jobs/crm-data-insights-analyst/52046501?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,CRM Data & Insights Analyst,"£40,000 - £50,000 per annum",London,Permanent,full-time
/jobs/hr-data-insights-analyst/52175577?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,HR Data Insights Analyst,Salary negotiable,Solihull,Permanent,full-time
/jobs/hr-data-insights-analyst/52175532?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,HR Data Insights Analyst,Salary negotiable,Solihull,Permanent,full-time
/jobs/data-scientist/52094046?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Data Scientist,"£45,000 - £70,000 per annum",City of London,Permanent,full-time or part-time
/jobs/data-engineer/52099899?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Data Engineer,"£45,000 - £70,000 per annum",City of London,Permanent,full-time or part-time
/jobs/data-analyst-power-apps-power-bi/52215370?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Data Analyst - Power Apps - Power BI,£350 - £400 per day,London,Permanent,full-time
/jobs/senior-data-engineer/52228436?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Senior Data Engineer,Competitive salary,Manchester,Permanent,full-time
/jobs/lead-data-migration-analyst/52214065?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Lead Data Migration Analyst,"£60,000 - £64,000 per annum",Huntingdon,Permanent,full-time
/jobs/lead-data-migration-analyst/52214067?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Lead Data Migration Analyst,"£60,000 - £64,000 per annum",Huntingdon,Permanent,full-time
/jobs/lead-data-insight-analyst/52054243?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Lead Data & Insight Analyst,"£35,000 - £40,000 per annum",Bolton,Permanent,full-time
/jobs/reward-data-systems-analyst/52175020?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Reward Data & Systems Analyst,"£35,000 - £45,000 per annum",Peterborough,Permanent,full-time
/jobs/senior-data-analyst-hybird-bristol-up-to-65000/52271947?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,"Senior Data Analyst - Hybird/Bristol - Up to £65,000","£50,000 - £65,000 per annum",Bristol,Permanent,full-time
/jobs/lead-data-insight-analyst/52054244?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Lead Data & Insight Analyst,"£35,000 - £40,000 per annum",Lytham St. Annes,Permanent,full-time
/jobs/business-intelligence-analyst/52081754?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Business Intelligence Analyst,"£35,000 - £40,000 per annum",London,Permanent,full-time
/jobs/data-process-analyst-claims/52096874?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,"Data Process Analyst, Claims","£55,000 - £75,000 per annum, OTE, inc benefits",City of London,Permanent,full-time
/jobs/data-manager/52237507?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Data Manager,"£25,000 - £50,000 per annum, negotiable",Macclesfield,Permanent,full-time
/jobs/data-process-analyst-insurance/52190397?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,"Data Process Analyst, Insurance","£65,000 - £75,000 per annum, OTE, inc benefits",City of London,Permanent,full-time
/jobs/pensions-data-migration-analyst/52188518?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Pensions Data Migration Analyst,£450 - £520 per day,London,Contract,full-time
/jobs/data-analyst-power-bi-dax-data-flows-warehousing/52255666?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,"Data Analyst Power Bi, DAX, Data Flows, Warehousing",£540 - £550 per day,London,Contract,full-time
/jobs/it-project-consultant-data-analyst-cloud/52045719?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,IT Project Consultant / Data Analyst / Cloud,"£60,000 per annum, inc benefits",London,Permanent,full-time
/jobs/graduate-data-insights-analyst/52221271?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Graduate Data & Insights Analyst,Competitive salary,Wigan,Permanent,full-time
/jobs/credit-risk-master-data-analyst-part-time/52149883?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Credit Risk & Master Data Analyst Part-Time,Salary negotiable,Glasgow,Permanent,part-time
/jobs/imaging-data-analyst-scientist-bio-image-agritech-cor5592/52221928?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,"Imaging Data Analyst, Scientist, Bio-Image, AgriTech, COR5592","£30,000 - £40,000 per annum",Oxford,Permanent,full-time
/jobs/commercial-data-analyst-45000-doe-central-belt-hybrid/52128506?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,"Commercial Data Analyst - £45,000 DOE - Central Belt Hybrid","£30,000 - £45,000 per annum, inc benefits",East Lothian,Permanent,full-time
/jobs/data-analyst-bi-reporting-north-lincolnshire-hybrid-35k/52137892?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,"Data Analyst BI, Reporting North Lincolnshire- Hybrid £35K","£25,000 - £35,000 per annum",Lincolnshire,Permanent,full-time
/jobs/data-engineering-lead/52079564?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Data Engineering Lead,Salary negotiable,London,Permanent,full-time
/jobs/data-analyst-hr-systems-work-with-a-global-firm/52208497?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Data Analyst - HR Systems - Work with a Global Firm,Salary negotiable,Ireland,Permanent,full-time
/jobs/business-analyst-data-analyst-sql-data-mapping-12-mths-ftc-remote/52087516?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,"Business Analyst, Data Analyst, SQL, Data Mapping, 12 mths FTC, Remote","£70,000 - £80,000 per annum, negotiable",Watford,Permanent,full-time
/jobs/finance-analyst-data/52110178?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Finance Analyst Data,"£70,000 - £75,000 per annum",Surrey,Permanent,full-time
/jobs/senior-data-analyst-python-tableau-sql-50-60k-plus-20-bonus/52099011?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,"Senior Data Analyst (Python, Tableau, SQL) - £50-60k plus 20% bonus","£50,000 - £60,000 per annum",Milton Keynes,Permanent,full-time
/jobs/data-business-analyst-performance-reporting/52247157?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Data Business Analyst Performance Reporting,Competitive salary,London,Contract,full-time
/jobs/data-business-analyst-security-master-data/52246303?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Data Business Analyst Security Master Data,£600 - £750 per day,City of London,Contract,full-time
/jobs/data-bi-analyst-leading-accountancy-firm/52094883?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Data / BI Analyst - Leading Accountancy Firm,"£40,000 - £45,000 per annum",Oldbury,Permanent,full-time
/jobs/senior-data-test-analyst-outside-ir35/52040002?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,Senior Data Test Analyst Outside IR35,£500 - £600 per day,London,Contract,full-time
/jobs/hr-data-and-systems-analyst/52200005?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D11,HR Data and Systems Analyst,"£34,700 per annum",Birmingham,Contract,full-time
/jobs/data-visualisation-manager-data-insight-analyst-hybrid/52214033?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Data Visualisation Manager / Data Insight Analyst - Hybrid  ,"£40,000 - £45,000 per annum","Kensington, London",Permanent,full-time
/jobs/business-analyst-finance-data/52073134?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Business Analyst Finance Data,£500 - £565 per day,London,Contract,full-time
/jobs/market-data-governance-business-analyst/52271266?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Market Data Governance Business Analyst,Salary negotiable,London,Permanent,full-time
/jobs/pensions-data-technicians-implementation-migration-analysts-consultants-remote-working-to-45k/51904274?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Pensions Data Technicians Implementation Migration Analysts Consultants Remote working to 45k,"£25,000 - £45,000 per annum",Sheffield,Permanent,full-time
/jobs/data-coach-remote/52275209?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Data Coach (remote),"£55,000 per annum",Manchester,Permanent,full-time
/jobs/data-coach-remote/52275221?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Data Coach (remote),"£55,000 per annum",Bristol,Permanent,full-time
/jobs/banking-hybrid-pm-ba-data-500-d-inside-ir35-belfast/52111250?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Banking Hybrid PM / BA  Data  £500/d inside IR35 Belfast,£450 - £500 per day,Ireland,Contract,full-time
/jobs/product-development-business-analyst/52148734?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Product Development Business Analyst,"£30,000 - £35,000 per annum",Ayrshire,Permanent,full-time
/jobs/business-support-officer/52216445?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Business Support Officer,£18.66 per hour,London,Temporary,full-time
/jobs/trainee-analyst-administrator/52260408?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Trainee Analyst / Administrator,"£26,000 per annum",Leeds,Permanent,full-time
/jobs/people-systems-data-officer/52198907?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,People Systems & Data Officer,"£23,000 - £27,000 per annum",Derby,Permanent,full-time
/jobs/junior-finance-analyst/52220407?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Junior Finance Analyst,Salary negotiable,Ipswich,Permanent,full-time
/jobs/junior-finance-analyst/52220408?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Junior Finance Analyst,Salary negotiable,Ipswich,Permanent,full-time
/jobs/principal-power-bi-developer/52191583?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Principal Power BI Developer,Salary negotiable,London,Permanent,full-time or part-time
/jobs/power-bi-developer-london/52205953?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Power BI Developer - London,"£60,000 - £67,000 per annum",London,Permanent,full-time
/jobs/people-systems-data-officer/52159671?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,People Systems & Data Officer,"£23,000 - £27,000 per annum",Derby,Permanent,full-time
/jobs/quantitative-analyst/52156863?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Quantitative Analyst,"£45,000 - £50,000 per annum",Manchester,Permanent,full-time
/jobs/senior-data-consultant/52079499?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Senior Data Consultant,"£50,000 - £55,000 per annum",Guildford,Permanent,full-time
/jobs/customer-experience-analyst-cx-education-not-for-profit/52186160?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,"Customer Experience Analyst, CX Education, Not-for-profit}","£35,000 - £40,000 per annum",High Wycombe,Permanent,full-time
/jobs/customer-insights-analyst/52186933?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Customer Insights Analyst,"£35,000 - £42,000 per annum",Swindon,Permanent,full-time
/jobs/principle-data-consultant/52081066?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Principle Data Consultant,"£60,000 - £65,000 per annum",Guildford,Permanent,full-time
/jobs/financial-planning-analyst/52079747?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Financial Planning Analyst ,"£35,000 - £40,000 per annum",Newcastle Upon Tyne,Permanent,full-time
/jobs/data-and-gis-analyst/52184215?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Data and GIS Analyst,"£34,393 - £38,935 per annum",Norwich,Contract,full-time
/jobs/business-insight-analyst/52248393?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Business Insight Analyst,"£40,000 - £45,000 per annum",Stafford,Permanent,full-time
/jobs/purchase-ledger-clerk/52276799?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Purchase Ledger Clerk,"£28,000 - £45,000 per annum",Birkenhead,Permanent,full-time
/jobs/data-business-partner-insurance/52234171?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,"Data Business Partner, Insurance","£75,000 per annum",London,Permanent,full-time
/jobs/materials-analyst/52052078?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Materials Analyst,"£25,000 - £30,000 per annum",Titton,Permanent,full-time
/jobs/senior-systems-development-business-analyst/52029180?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Senior Systems Development Business Analyst,£470 - £475 per day,London,Contract,full-time
/jobs/statistical-analyst/52234590?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Statistical Analyst,"£35,000 - £45,000 per annum",London,Permanent,full-time
/jobs/data-analytics-engineer/52160853?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Data Analytics Engineer,"£40,000 - £55,000 per annum",London,Permanent,full-time
/jobs/analytics-manager/52143859?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Analytics Manager,"£60,000 - £70,000 per annum",Liverpool,Permanent,full-time
/jobs/performance-marketing-analyst/52170047?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Performance Marketing Analyst,"£40,000 per annum",Manchester,Permanent,full-time
/jobs/senior-digital-insight-analyst/52207977?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Senior Digital Insight Analyst,£350 per day,London,Contract,full-time
/jobs/credit-controller/52128302?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Credit Controller,"£24,000 - £26,000 per annum",Leighton Buzzard,Permanent,full-time
/jobs/analytics-engineer/52130734?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D12,Analytics Engineer,"£40,000 - £50,000 per annum",London,Permanent,full-time
/jobs/analytics-engineer/52088824?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Analytics Engineer,"£55,000 - £65,000 per annum",London,Permanent,full-time
/jobs/commercial-finance-analyst/52049284?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Commercial Finance Analyst,"£60,000 per annum, inc benefits",Hertfordshire,Permanent,full-time
/jobs/senior-software-developer/52148314?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Senior Software Developer,"£70,000 - £85,000 per annum",London,Permanent,full-time
/jobs/senior-bi-developer/52041132?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Senior BI Developer,"£50,000 - £55,000 per annum",Milton Keynes,Permanent,full-time
/jobs/senior-salesforce-developer/51863419?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Senior Salesforce Developer,"£55,000 - £70,000 per annum",Manchester,Permanent,full-time
/jobs/senior-service-coordinator/52254883?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Senior Service Coordinator,"£28,000 - £32,000 per annum, inc benefits",Warwick,Permanent,full-time
/jobs/business-data-scientist/52161109?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Business Data Scientist,"£40,000 - £45,000 per annum, OTE, inc benefits",City of London,Permanent,full-time
/jobs/contact-centre-manager/52207904?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Contact Centre Manager,"£50,000 - £60,000 per annum",Chertsey,Permanent,full-time
/jobs/senior-service-coordinator/52254871?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Senior Service Coordinator,"£28,000 - £32,000 per annum, inc benefits",Warwick,Permanent,full-time
/jobs/trainee-dynamics-consultant/52100991?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Trainee Dynamics Consultant,"£27,000 - £30,000 per annum",Lincolnshire,Permanent,full-time
/jobs/data-processor/52158013?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Data Processor,"£28,000 - £30,000 per annum",Penrith,Permanent,full-time
/jobs/data-and-quality-analyst/52188983?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Data and Quality Analyst,"£28,000 - £30,000 per annum, negotiable",Milton Keynes,Permanent,full-time
/jobs/junior-data-engineer-tech-start-up/52108948?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Junior Data Engineer Tech Start-Up,"£38,000 - £40,000 per annum",Bolton,Permanent,full-time
/jobs/power-bi-developer-engineering-construction/52090444?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,"Power BI Developer Engineering, Construction}","£40,000 - £60,000 per annum",Leeds,Permanent,full-time
/jobs/business-analyst-excel-power-bi/52271275?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Business Analyst Excel/Power BI,£20 - £22.50 per hour,Peterborough,Contract,full-time
/jobs/data-management-analyst-group-strategic-analytics-gsa-data-divisional-office-risk-finance-and-treasury-rft/52263606?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,"Data Management Analyst, Group Strategic Analytics GSA Data Divisional Office - Risk, Finance and Treasury RFT",Competitive salary,London,Permanent,full-time
/jobs/data-engineer-sql-tableau-retail-london-remote/52131706?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,"Data Engineer SQL, Tableau - Retail - London/Remote",£300 - £350 per day,London,Contract,full-time
/jobs/digital-analyst/52215047?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Digital Analyst,"£50,000 - £60,000 per annum",Bristol,Permanent,full-time
/jobs/fp-a-analyst/52252605?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,FP&A Analyst,"£45,000 - £55,000 per annum",London,Permanent,full-time
/jobs/marketing-insights-manager/52141632?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Marketing insights Manager,"£40,000 - £50,000 per annum",Dorset,Permanent,full-time
/jobs/customer-insight-analyst/52266501?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Customer Insight Analyst,"£30,000 - £35,000 per annum",Derby,Permanent,full-time
/jobs/senior-finite-element-analyst/52089243?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Senior Finite Element Analyst,"£48,500 - £60,500 per annum",Honiton,Permanent,full-time
/jobs/senior-bi-developer-60000-birmingham-hybrid/52189377?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,"Senior BI Developer - £60,000 - Birmingham Hybrid","£50,000 - £60,000 per annum, inc benefits",Birmingham,Permanent,full-time
/jobs/lead-service-coordinator-planner-exciting-progression/52154655?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Lead Service Coordinator / Planner Exciting Progression,"£28,000 - £32,000 per annum",Tamworth,Permanent,full-time
/jobs/customer-insight-manager/52141586?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Customer Insight Manager,Salary negotiable,Bournemouth,Permanent,full-time
/jobs/pensions-analyst-data-migration/52247567?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Pensions Analyst - Data Migration,£450 - £520 per day,London,Contract,full-time
/jobs/data-and-process-analyst-change/52261550?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Data and Process Analyst - Change,"£50,000 - £80,000 per annum",London,Permanent,full-time
/jobs/commercial-pricing-analyst-trainee-positions-also-available/52117673?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Commercial Pricing Analyst Trainee positions also available,"£20,000 - £30,000 per annum",Harrogate,Permanent,full-time
/jobs/data-and-process-analyst-claims/52261604?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Data and Process Analyst - Claims,"£50,000 - £80,000 per annum",London,Permanent,full-time
/jobs/data-engineer/52046703?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Data Engineer,"£30,000 - £32,000 per annum, inc benefits",Manchester,Permanent,full-time
/jobs/senior-data-and-insight-analyst/52200593?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Senior Data and Insight Analyst,"£45,000 - £55,000 per annum",Wallingford,Permanent,full-time
/jobs/senior-data-and-insight-analyst/52111305?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Senior Data and Insight Analyst,"£45,000 - £55,000 per annum",Wallingford,Permanent,full-time
/jobs/senior-data-and-insight-analyst/52101741?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Senior Data and Insight Analyst,"£45,000 - £55,000 per annum",Wallingford,Permanent,full-time
/jobs/power-bi-lead-watford-hybrid/52049548?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Power BI Lead - Watford Hybrid,"£40,000 - £46,000 per annum",Watford,Permanent,full-time
/jobs/senior-analyst-consultant/45001574?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D13,Senior Analyst Consultant ,"£40,000 - £50,000 per annum",Winchester,Permanent,full-time
/jobs/data-engineering-trainer/52204856?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D14,Data Engineering Trainer ,"£70,000 - £100,000 per annum",London,Permanent,full-time
/jobs/power-bi-lead-watford-hybrid/52049548?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D14,Power BI Lead - Watford Hybrid,"£40,000 - £46,000 per annum",Watford,Permanent,full-time
/jobs/technical-administrator/52214754?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D14,Technical Administrator,Competitive salary,Boston,Permanent,full-time
/jobs/marketing-executive/52127248?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D14,Marketing Executive,"£30,000 - £31,000 per annum",London,Permanent,full-time
/jobs/data-engineer-manufacturing-market-leader-manchester/52183879?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D14,Data Engineer  Manufacturing Market-Leader  Manchester,"£50,000 - £55,000 per annum",Manchester,Permanent,full-time
/jobs/it-data-support/52084053?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D14,IT / Data Support,"£26,000 - £28,000 per annum",Gateshead,Permanent,full-time
/jobs/market-analyst/52227737?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D14,Market Analyst,"£43,750 per annum",Southampton,Permanent,full-time
